,Unnamed: 0.1,Unnamed: 0,name,type_company,lat,lon,city,avg_stars_num,n_reviews_num,encoded_user,local_guide,clean_other_review_num,published_date,today_date,stars_num,review_EN,original_lang,Negative,Neutral,Positive,Roberta_Sentiment
3191,3191,4695,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,Qlw)6,1,108,2021-09-27 21:32:39,2022-09-25,4," The company is ok, a bit complicated access.

",NOT_ENG,2.903082221746445,31.06429576873779,66.03261828422546,Positive
3192,3192,577,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,Hlqfm,1,81,2017-09-27 21:32:39,2022-09-29,5," Good business

",NOT_ENG,3.714387863874435,42.08738505840302,54.19822931289673,Positive
3194,3194,2950,Van Spreuwel Transport,Trucking company,51.4752558,5.4186058,Eindhoven,2.8,384,ffCgK,1,26,2021-09-27 21:32:39,2022-09-30,4," Good business

",NOT_ENG,3.714387863874435,42.08738505840302,54.19822931289673,Positive
3197,3197,4696,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,t2Hoj,1,183,2019-09-27 21:32:39,2022-09-25,5," Good business

",NOT_ENG,3.714387863874435,42.08738505840302,54.19822931289673,Positive
3198,3198,6542,De Graaf Logistics BV,Distribution service,51.6708682,4.8366427,Oosterhout,3.8,168,Irx2x,1,199,2021-09-27 21:32:39,2022-09-25,3," Good business

",NOT_ENG,3.714387863874435,42.08738505840302,54.19822931289673,Positive
3203,3203,3074,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,90gdy,1,29,2018-09-27 21:32:39,2022-09-24,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
3204,3204,3075,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,BX4Ul,0,1,2015-09-27 21:32:39,2022-09-24,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
3205,3205,3934,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,9nySG,1,644,2019-09-27 21:32:39,2022-09-29,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
3206,3206,4697,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,Rv09I,0,2,2018-09-27 21:32:39,2022-09-25,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
3207,3207,5051,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,Kj$ye,0,82,2020-09-27 21:32:39,2022-09-24,4," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
3208,3208,5764,Speedliner Logistics BV,Logistics service,51.5919545,5.0236385,Tilburg,3.8,55,P62Z@,0,9,2022-06-27 21:32:39,2022-09-24,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
3211,3211,4698,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,kFEuv,1,90,2021-09-27 21:32:39,2022-09-25,3," A bit crazy access but the arrows are charged

",NOT_ENG,20.61793655157089,70.37651538848877,9.005551785230637,Neutral
3213,3213,4699,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,tZZ^j,1,39,2019-09-27 21:32:39,2022-09-25,3," Friendly people

",NOT_ENG,2.043135836720467,31.69510066509247,66.26176238059998,Positive
3216,3216,4700,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,GM!86,1,1111,2020-09-27 21:32:39,2022-09-25,1," The access is narrow and there is no parking, and I did not see the bathrooms

",NOT_ENG,65.77903628349304,31.74995481967926,2.471013180911541,Negative
3217,3217,4701,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,zF0JH,1,157,2021-09-27 21:32:39,2022-09-25,5," Unloading goes extremely fast. Recommendation company

",NOT_ENG,4.301042854785919,40.52017033100128,55.17879128456116,Positive
3220,3220,4236,Nord Cargo BV,Trucking company,51.6637126,4.5599563,Klundert,4.8,69,yVYfc,0,1,2022-08-27 21:32:39,2022-09-24,5,Super ok,ENG,1.124157384037971,20.61818540096283,78.25767397880554,Positive
3221,3221,4702,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,Kw$qB,0,6,2021-12-26 21:32:39,2022-09-25,5,Super ok,ENG,1.124157384037971,20.61818540096283,78.25767397880554,Positive
3223,3223,579,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,UdRnL,1,16,2021-09-27 21:32:39,2022-09-29,4," Quickly and efficiently

",NOT_ENG,3.330268710851669,63.51340413093567,33.15632939338684,Neutral
3224,3224,1487,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,@Pky*,1,58,2021-09-27 21:32:39,2022-09-25,4," Quickly and efficiently

",NOT_ENG,3.330268710851669,63.51340413093567,33.15632939338684,Neutral
3226,3226,4514,TOP Logistics BV,Logistics service,51.8529919,4.2893699,Spijkenisse,3.1,133,@dgPZ,1,77,2021-09-27 21:32:39,2022-09-25,5," Quickly and efficiently

",NOT_ENG,3.330268710851669,63.51340413093567,33.15632939338684,Neutral
3227,3227,4703,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,CMufB,1,91,2019-09-27 21:32:39,2022-09-25,5," Quickly and efficiently

",NOT_ENG,3.330268710851669,63.51340413093567,33.15632939338684,Neutral
3228,3228,6061,NUNNER Logistics BV,Trucking company,51.4425821,5.7012394,Helmond,3.8,307,CMufB,1,91,2019-09-27 21:32:39,2022-09-29,5," Quickly and efficiently

",NOT_ENG,3.330268710851669,63.51340413093567,33.15632939338684,Neutral
3230,3230,4704,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,tXGxZ,0,15,2021-09-27 21:32:39,2022-09-25,5," Everything is clear and fast.

",NOT_ENG,0.5747250281274319,20.69327831268311,78.73200178146362,Positive
3231,3231,4705,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,1!94h,1,37,2019-09-27 21:32:39,2022-09-25,4," A transport company with storage and transfer options.

",NOT_ENG,2.6092279702425,83.87370109558105,13.51707279682159,Neutral
3233,3233,4706,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,INxZK,0,3,2021-12-26 21:32:39,2022-09-25,4," Fast and efficient loading

",NOT_ENG,0.7400546688586473,32.66061246395111,66.59932136535645,Positive
3234,3234,4707,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,k#08H,0,12,2021-09-27 21:32:39,2022-09-25,5," I recommend 😊 fast loading

",NOT_ENG,0.2378575270995498,4.544423520565033,95.21772265434265,Positive
3235,3235,4708,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,py9dH,1,40,2018-09-27 21:32:39,2022-09-25,2," Pussy atmosphere

",NOT_ENG,84.54316854476929,13.25849294662476,2.198349870741367,Negative
3236,3236,4709,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,!XsoS,1,167,2020-09-27 21:32:39,2022-09-25,1," Big 0

",NOT_ENG,50.13592839241028,41.36713147163391,8.496944606304169,Negative
3237,3237,564,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,S(^hi,1,49,2018-09-27 21:32:39,2022-09-29,5,👍,ENG,2.927090600132942,38.50222527980804,58.5706889629364,Positive
3239,3239,2026,First Logistics B.V.,Trucking company,52.0487197,5.1148267,Nieuwegein,4.1,431,fMfxN,1,8,2022-08-27 21:32:39,2022-09-30,5,👍,ENG,2.927090600132942,38.50222527980804,58.5706889629364,Positive
3242,3242,3914,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,xLCnG,1,20,2021-09-27 21:32:39,2022-09-29,5,👍,ENG,2.927090600132942,38.50222527980804,58.5706889629364,Positive
3243,3243,4710,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,@VPI(,1,68,2020-09-27 21:32:39,2022-09-25,4,👍,ENG,2.927090600132942,38.50222527980804,58.5706889629364,Positive
3244,3244,6052,NUNNER Logistics BV,Trucking company,51.4425821,5.7012394,Helmond,3.8,307,i8z$y,1,105,2021-10-28 21:32:39,2022-09-29,3,👍,ENG,2.927090600132942,38.50222527980804,58.5706889629364,Positive
3249,3249,4711,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,crIIS,1,26,2021-09-27 21:32:39,2022-09-25,5," It's quick and easy

",NOT_ENG,0.9621721692383289,20.20706236362457,78.8307785987854,Positive
3250,3250,565,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,Lv52o,1,193,2021-09-27 21:32:39,2022-09-29,4," → pitch pitch

",NOT_ENG,11.27567961812019,83.12865495681763,5.595653131604195,Neutral
3251,3251,4712,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,kHZtF,1,178,2019-09-27 21:32:39,2022-09-25,5," → pitch pitch

",NOT_ENG,11.27567961812019,83.12865495681763,5.595653131604195,Neutral
3255,3255,476,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,11U0q,1,755,2019-09-27 21:32:39,2022-09-29,5,Top,ENG,8.725270628929138,59.70318913459778,31.57154321670532,Neutral
3257,3257,1770,First Logistics B.V.,Trucking company,52.0487197,5.1148267,Nieuwegein,4.1,431,(zQbT,1,20,2022-02-25 21:32:39,2022-09-30,5,Top,ENG,8.725270628929138,59.70318913459778,31.57154321670532,Neutral
3258,3258,1772,First Logistics B.V.,Trucking company,52.0487197,5.1148267,Nieuwegein,4.1,431,fWpSs,1,7,2021-09-27 21:32:39,2022-09-30,5,Top,ENG,8.725270628929138,59.70318913459778,31.57154321670532,Neutral
3259,3259,4455,TOP Logistics BV,Logistics service,51.8529919,4.2893699,Spijkenisse,3.1,133,x#kZV,1,1773,2019-09-27 21:32:39,2022-09-25,5,Top,ENG,8.725270628929138,59.70318913459778,31.57154321670532,Neutral
3268,3268,814,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112,WR3k5,1,26,2021-11-25 21:32:39,2022-09-23,5," Top company

",NOT_ENG,2.604871988296509,35.37892997264862,62.01618909835815,Positive
3284,3284,471,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,Cu%ZM,1,30,2021-09-27 21:32:39,2022-09-29,4,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
3286,3286,1765,First Logistics B.V.,Trucking company,52.0487197,5.1148267,Nieuwegein,4.1,431,ry^hH,0,1,2022-09-20 21:32:39,2022-09-30,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
3287,3287,1766,First Logistics B.V.,Trucking company,52.0487197,5.1148267,Nieuwegein,4.1,431,esN$K,0,1,2022-08-27 21:32:39,2022-09-30,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
3289,3289,4880,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,zbKNz,1,44,2020-09-27 21:32:39,2022-09-24,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
3292,3292,7459,Otentic Logistics B.V.,Storage facility,51.663253,4.838108,Oosterhout,4.2,80,VpxhT,0,26,2020-09-27 21:32:39,2022-09-23,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
3293,3293,476,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,11U0q,1,755,2019-09-27 21:32:39,2022-09-29,5,Top,ENG,8.725270628929138,59.70318913459778,31.57154321670532,Neutral
3295,3295,1770,First Logistics B.V.,Trucking company,52.0487197,5.1148267,Nieuwegein,4.1,431,(zQbT,1,20,2022-02-25 21:32:39,2022-09-30,5,Top,ENG,8.725270628929138,59.70318913459778,31.57154321670532,Neutral
3296,3296,1772,First Logistics B.V.,Trucking company,52.0487197,5.1148267,Nieuwegein,4.1,431,fWpSs,1,7,2021-09-27 21:32:39,2022-09-30,5,Top,ENG,8.725270628929138,59.70318913459778,31.57154321670532,Neutral
3297,3297,4455,TOP Logistics BV,Logistics service,51.8529919,4.2893699,Spijkenisse,3.1,133,x#kZV,1,1773,2019-09-27 21:32:39,2022-09-25,5,Top,ENG,8.725270628929138,59.70318913459778,31.57154321670532,Neutral
3317,3317,471,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,Cu%ZM,1,30,2021-09-27 21:32:39,2022-09-29,4,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
3319,3319,1765,First Logistics B.V.,Trucking company,52.0487197,5.1148267,Nieuwegein,4.1,431,ry^hH,0,1,2022-09-20 21:32:39,2022-09-30,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
3320,3320,1766,First Logistics B.V.,Trucking company,52.0487197,5.1148267,Nieuwegein,4.1,431,esN$K,0,1,2022-08-27 21:32:39,2022-09-30,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
3322,3322,4880,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,zbKNz,1,44,2020-09-27 21:32:39,2022-09-24,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
3325,3325,7459,Otentic Logistics B.V.,Storage facility,51.663253,4.838108,Oosterhout,4.2,80,VpxhT,0,26,2020-09-27 21:32:39,2022-09-23,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
3326,3326,4881,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,0jNYp,1,98,2021-10-28 21:32:39,2022-09-24,5," Nice
Efficient
Quick
There is a toilet shower and free coffee 👌
Tight but it compensates for everything above 🙃
Loading paper
Office between 6th and 7th ramp

",NOT_ENG,1.093896385282278,14.50635194778442,84.39975380897522,Positive
3327,3327,4882,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,%$nyH,0,3,2022-06-27 21:32:39,2022-09-24,5," Nice, fast, efficient, large facilities for drivers, toilet, shower, coffee

",NOT_ENG,0.456682313233614,9.635238349437714,89.90808129310608,Positive
3328,3328,4883,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,PYP*H,0,17,2022-06-27 21:32:39,2022-09-24,5," Bad check-in under the ramp (narrow). There is a toilet, shower. There is a Russian-speaking logistician Rimas.

",NOT_ENG,71.10912203788757,26.63784027099609,2.25303303450346,Negative
3329,3329,4884,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,!beQX,1,26,2021-12-26 21:32:39,2022-09-24,5," I was just dumped the pallets, so I don't know exactly how to attach and split. Perfect facilities for drivers, shower, free coffee, even apples and pears for free :) Service in English. Regards and see you.

",NOT_ENG,4.336804151535034,17.79831796884537,77.86487340927124,Positive
3330,3330,4885,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,MQWAv,1,69,2022-02-25 21:32:39,2022-09-24,4," On the A1 I pass or overtake huge trucks bearing the Vortex logo. The drivers are in principle correct, which is becoming rare. I worked 12 years at Votex mobility I would like to know if it's the same box?

",NOT_ENG,13.23866844177246,61.33882999420166,25.42250454425812,Neutral
3331,3331,4886,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,nRYS4,0,7,2022-04-27 21:32:39,2022-09-24,4," There are few places to drive under the ramp, and there is no parking nearby, but the staff is good, everything is prompt and fast, after 30 minutes I already left

",NOT_ENG,1.670065894722939,11.25104948878288,87.07888722419739,Positive
3332,3332,4887,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,fnfsy,1,102,2022-05-28 21:32:39,2022-09-24,5," Workplace for me but you work at ease

",NOT_ENG,1.689296215772629,34.65418815612793,63.65652084350586,Positive
3333,3333,4888,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,ZeifQ,0,45,2021-09-27 21:32:39,2022-09-24,5," Professionally and with a smile on his face ...... let more positive people working ..... total ease .....

",NOT_ENG,0.4167047794908285,9.3488909304142,90.23441672325134,Positive
3334,3334,4889,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,XREsc,0,36,2022-02-25 21:32:39,2022-09-24,5," Fast charging, there is a toilet, shower, coffee maker😁👍

",NOT_ENG,0.7748255040496588,17.94977635145187,81.27539157867432,Positive
3335,3335,4890,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,8kjY^,1,86,2021-09-27 21:32:39,2022-09-24,5," Little place to drive under the ramp, helpful staff. No parking

",NOT_ENG,5.447577312588692,34.50733721256256,60.04509329795837,Positive
3336,3336,4891,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,BCyfI,0,48,2022-03-27 21:32:39,2022-09-24,4," Small area.

",NOT_ENG,15.04942625761032,70.0463056564331,14.90426808595657,Neutral
3337,3337,4892,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,7NlUX,1,270,2021-09-27 21:32:39,2022-09-24,5," The crowd rushed him to the ramp

",NOT_ENG,13.48749846220016,78.53480577468872,7.977695763111115,Neutral
3338,3338,4893,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,ka&gg,1,122,2022-05-28 21:32:39,2022-09-24,5," Excellent!

",NOT_ENG,0.8901986293494701,8.382529020309448,90.72726964950562,Positive
3339,3339,4894,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,$8M)i,1,64,2021-09-27 21:32:39,2022-09-24,5," Can you come alright

",NOT_ENG,2.682582661509514,72.03136682510376,25.2860426902771,Neutral
3340,3340,4895,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,N%Thx,1,90,2020-09-27 21:32:39,2022-09-24,1," Exploit staff

",NOT_ENG,63.83157968521118,34.62347686290741,1.544947270303965,Negative
3341,3341,4896,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,(MC#J,1,85,2021-09-27 21:32:39,2022-09-24,5," logistics

",NOT_ENG,24.27867501974106,58.18984508514404,17.53148287534714,Neutral
3342,3342,4897,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,noQHr,1,293,2021-09-27 21:32:39,2022-09-24,4," good company

",NOT_ENG,1.002101693302393,14.16397094726562,84.83392000198364,Positive
3344,3344,2947,Van Spreuwel Transport,Trucking company,51.4752558,5.4186058,Eindhoven,2.8,384,^&5Xc,1,21,2015-09-27 21:32:39,2022-09-30,4," Work

",NOT_ENG,24.63667839765549,59.45582985877991,15.90749323368073,Neutral
3345,3345,4273,Nord Cargo BV,Trucking company,51.6637126,4.5599563,Klundert,4.8,69,&B*Jb,1,20,2017-09-27 21:32:39,2022-09-24,5," Work

",NOT_ENG,24.63667839765549,59.45582985877991,15.90749323368073,Neutral
3346,3346,4898,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,(MC#J,1,17,2019-09-27 21:32:39,2022-09-24,5," Work

",NOT_ENG,24.63667839765549,59.45582985877991,15.90749323368073,Neutral
3347,3347,4899,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,u*J)U,0,46,2019-09-27 21:32:39,2022-09-24,1," Dirty pinch

",NOT_ENG,44.04406845569611,52.18779444694519,3.76814678311348,Neutral
3348,3348,4900,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,4N$SU,1,29,2021-09-27 21:32:39,2022-09-24,5," Perfect place

",NOT_ENG,1.817542687058449,18.57020705938339,79.61224317550659,Positive
3349,3349,4906,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,787Q!,0,4,2022-09-23 21:32:39,2022-09-24,1," Lack of organization, drivers outside of their fleet don't give a damn. No willingness to help, and what about work at all. Waiting for loading for over 4 hours. Avoid a wide berth !!!

",NOT_ENG,95.11353969573975,4.406649619340897,0.4798171110451221,Negative
3402,3402,5027,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,VGz^p,0,230,2022-08-27 21:32:39,2022-09-24,5,Just a other day at the office .....connecting 4 new transformers 10 KV to the building on a saturday,ENG,0.6961329374462366,76.77918076515198,22.52468466758728,Neutral
3403,3403,5028,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,4YrJH,0,4,2022-08-27 21:32:39,2022-09-24,5,very nice People very good job,ENG,0.3305221674963832,1.517512742429972,98.15197587013245,Positive
3404,3404,5029,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,jMUId,0,33,2022-09-20 21:32:39,2022-09-24,5," You quickly and efficiently fill out the form with the loading number, in my case on the bus, after a while you receive information about which ramp has 44 load on the left, in the case of trucks under the ramp and you will order the car keys to the office. After loading into the office, get documents and go. A multilingual team in logistics, there is also a Polish woman chairs in front of the window and free coffee from the vending machine. Maybe there are more such companies

",NOT_ENG,1.978164538741112,52.97073721885681,45.05110085010529,Neutral
3405,3405,5030,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,%ChgS,1,359,2022-08-27 21:32:39,2022-09-24,5," Very efficiently and quickly loaded. The ladies in the office are very cute and nice, and the staff in the warehouse are helpful and kind.
There is a free coffee machine for drivers in the office.

",NOT_ENG,0.1476210891269147,1.308769918978214,98.54362607002258,Positive
3406,3406,5031,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,mDj*f,1,47,2022-08-27 21:32:39,2022-09-24,5," The bistro is loaded, next to the fence you can pause a quiet wash, there seems to be no toilet on the shower area

",NOT_ENG,61.88839077949524,35.26436686515808,2.847241051495075,Negative
3407,3407,5032,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,mw#Ny,0,205,2022-09-06 21:32:39,2022-09-24,4," Nice service from the office ladies relatively quick loading, generally ok

",NOT_ENG,0.3558967960998416,3.74644510447979,95.89765071868896,Positive
3408,3408,5033,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,oSOkb,1,75,2022-05-28 21:32:39,2022-09-24,4," Released this week.
Nice girls.

",NOT_ENG,0.4465133883059025,10.82474812865257,88.72874975204468,Positive
3409,3409,5034,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,dFj^(,1,10,2022-06-27 21:32:39,2022-09-24,5," Quick loads, nice ladies in the office 😁

",NOT_ENG,0.2361241495236754,4.355981573462486,95.40787935256958,Positive
3410,3410,5035,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,aLZgC,1,96,2022-03-27 21:32:39,2022-09-24,5," The staff is very polite. They work fast and if all the documents are ok loading / unloading is very fast.

",NOT_ENG,0.2792413579300046,4.759908840060234,94.96086239814758,Positive
3411,3411,5036,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,s((SQ,1,44,2022-06-27 21:32:39,2022-09-24,5," 2 buildings but good organization

",NOT_ENG,2.338988706469536,28.288933634758,69.3720817565918,Positive
3412,3412,5037,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,A378k,1,44,2021-10-28 21:32:39,2022-09-24,4," Downloaded quickly, you just need to give the keys. There is a toilet

",NOT_ENG,6.022196263074875,59.41759943962097,34.56019759178162,Neutral
3413,3413,5038,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,KH7R3,1,76,2021-10-28 21:32:39,2022-09-24,5," Many Poles work all ok

",NOT_ENG,0.9468080475926399,27.38865911960602,71.66453003883362,Positive
3414,3414,5039,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,WtL47,1,163,2021-09-27 21:32:39,2022-09-24,5," Any cast fast unloading without much waiting

",NOT_ENG,1.878639683127403,76.12778544425964,21.99357599020004,Neutral
3415,3415,5040,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,P&&*I,1,31,2021-09-27 21:32:39,2022-09-24,2," They had start-up problems, it's better now.

",NOT_ENG,17.76832789182663,46.2923139333725,35.93936562538147,Neutral
3416,3416,5041,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,g^ELL,0,14,2021-09-27 21:32:39,2022-09-24,5," Yes I have been working for that for 15 years.

",NOT_ENG,6.89251720905304,56.78364634513855,36.32384538650513,Neutral
3417,3417,5042,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,)A0YY,0,35,2021-09-27 21:32:39,2022-09-24,4," great help and to get along with LHV

",NOT_ENG,0.3963174764066935,11.85666918754578,87.74701952934265,Positive
3418,3418,5043,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,TkN1V,1,61,2019-09-27 21:32:39,2022-09-24,4," They are fine here .... They have a large black truck parking

",NOT_ENG,1.255590189248323,17.36621260643005,81.37819766998291,Positive
3419,3419,5044,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,Rvl3L,1,171,2020-09-27 21:32:39,2022-09-24,5," Quickly, efficiently, with a smile. Remember the reference number.

",NOT_ENG,0.8182750083506107,29.89813983440399,69.2836046218872,Positive
3420,3420,5045,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,r6Vr6,0,166,2020-09-27 21:32:39,2022-09-24,3," Not so fast loading!

",NOT_ENG,42.69713163375854,45.25944292545319,12.04343736171722,Neutral
3421,3421,5046,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,&q4ra,1,94,2021-09-27 21:32:39,2022-09-24,5," Looks good

",NOT_ENG,0.2814049134030938,2.282857894897461,97.43573665618896,Positive
3423,3423,356,Transport J.A. van Wanrooy BV,Logistics service,51.6663532,4.8335316,Oosterhout,4.4,114,PCpfK,0,4,2022-06-27 21:32:39,2022-09-23,5," Fast loading

",NOT_ENG,4.157009720802307,63.86447548866272,31.97850584983826,Neutral
3424,3424,370,Transport J.A. van Wanrooy BV,Logistics service,51.6663532,4.8335316,Oosterhout,4.4,114,gk*3Z,1,507,2021-12-26 21:32:39,2022-09-23,5," Fast loading

",NOT_ENG,4.157009720802307,63.86447548866272,31.97850584983826,Neutral
3425,3425,2233,VDH Cool Logistics BV,Logistics service,51.5031025,4.7521207,Breda,3.9,152,DwVIO,1,45,2021-09-27 21:32:39,2022-09-25,4," Fast loading

",NOT_ENG,4.157009720802307,63.86447548866272,31.97850584983826,Neutral
3427,3427,3930,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,uAA$t,1,220,2020-09-27 21:32:39,2022-09-29,5," Fast loading

",NOT_ENG,4.157009720802307,63.86447548866272,31.97850584983826,Neutral
3428,3428,5047,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,6#JdZ,1,151,2022-04-27 21:32:39,2022-09-24,5," Fast loading

",NOT_ENG,4.157009720802307,63.86447548866272,31.97850584983826,Neutral
